,Strike,Last Price,Bid,Mid,Ask,Volume,Open Interest,Implied Volatility,Delta,Gamma,Theta,Vega,type,expiry,text_content
0,150.0,305.17,295.5,296.05,296.6,3,22,0.0,1.0,0.0,0.02,0.0,call,2025-11-07:w,"Strike price $150.0 | Last traded price $305.17 | Bid $295.5, Ask $296.6, Mid $296.05 | Volume 3 contracts | Open interest 22 contracts | Implied volatility 0.00 | Delta 1.00 | Gamma 0.0000 | Theta 0.0200 | Vega 0.00 | Option type call expiring 2025-11-07:w"
812,690.0,0.33,0.25,0.27,0.28,11,629,87.67,0.01,0.0003,0.07,0.02,call,2025-11-21:m,"Strike price $690.0 | Last traded price $0.33 | Bid $0.25, Ask $0.28, Mid $0.27 | Volume 11 contracts | Open interest 629 contracts | Implied volatility 87.67 | Delta 0.01 | Gamma 0.0003 | Theta 0.0700 | Vega 0.02 | Option type call expiring 2025-11-21:m"
813,695.0,0.35,0.22,0.24,0.26,2,122,87.89,0.01,0.0003,0.07,0.02,call,2025-11-21:m,"Strike price $695.0 | Last traded price $0.35 | Bid $0.22, Ask $0.26, Mid $0.24 | Volume 2 contracts | Open interest 122 contracts | Implied volatility 87.89 | Delta 0.01 | Gamma 0.0003 | Theta 0.0700 | Vega 0.02 | Option type call expiring 2025-11-21:m"
814,700.0,0.25,0.21,0.23,0.25,1291,11419,88.69,0.01,0.0003,0.07,0.02,call,2025-11-21:m,"Strike price $700.0 | Last traded price $0.25 | Bid $0.21, Ask $0.25, Mid $0.23 | Volume 1291 contracts | Open interest 11419 contracts | Implied volatility 88.69 | Delta 0.01 | Gamma 0.0003 | Theta 0.0700 | Vega 0.02 | Option type call expiring 2025-11-21:m"
815,710.0,0.24,0.17,0.19,0.21,342,576,89.15,0.01,0.0003,0.06,0.02,call,2025-11-21:m,"Strike price $710.0 | Last traded price $0.24 | Bid $0.17, Ask $0.21, Mid $0.19 | Volume 342 contracts | Open interest 576 contracts | Implied volatility 89.15 | Delta 0.01 | Gamma 0.0003 | Theta 0.0600 | Vega 0.02 | Option type call expiring 2025-11-21:m"
816,720.0,0.15,0.14,0.17,0.19,505,1217,90.09,0.01,0.0002,0.05,0.02,call,2025-11-21:m,"Strike price $720.0 | Last traded price $0.15 | Bid $0.14, Ask $0.19, Mid $0.17 | Volume 505 contracts | Open interest 1217 contracts | Implied volatility 90.09 | Delta 0.01 | Gamma 0.0002 | Theta 0.0500 | Vega 0.02 | Option type call expiring 2025-11-21:m"
817,730.0,0.2,0.11,0.14,0.16,26,752,90.41,0.01,0.0002,0.04,0.01,call,2025-11-21:m,"Strike price $730.0 | Last traded price $0.2 | Bid $0.11, Ask $0.16, Mid $0.14 | Volume 26 contracts | Open interest 752 contracts | Implied volatility 90.41 | Delta 0.01 | Gamma 0.0002 | Theta 0.0400 | Vega 0.01 | Option type call expiring 2025-11-21:m"
818,740.0,0.16,0.09,0.12,0.14,1,1590,91.1,0.0,0.0002,0.04,0.01,call,2025-11-21:m,"Strike price $740.0 | Last traded price $0.16 | Bid $0.09, Ask $0.14, Mid $0.12 | Volume 1 contracts | Open interest 1590 contracts | Implied volatility 91.10 | Delta 0.00 | Gamma 0.0002 | Theta 0.0400 | Vega 0.01 | Option type call expiring 2025-11-21:m"
819,750.0,0.12,0.08,0.1,0.12,26,2678,91.95,0.0,0.0001,0.03,0.01,call,2025-11-21:m,"Strike price $750.0 | Last traded price $0.12 | Bid $0.08, Ask $0.12, Mid $0.1 | Volume 26 contracts | Open interest 2678 contracts | Implied volatility 91.95 | Delta 0.00 | Gamma 0.0001 | Theta 0.0300 | Vega 0.01 | Option type call expiring 2025-11-21:m"
820,760.0,0.11,0.09,0.1,0.1,11,412,93.56,0.0,0.0001,0.03,0.01,call,2025-11-21:m,"Strike price $760.0 | Last traded price $0.11 | Bid $0.09, Ask $0.1, Mid $0.1 | Volume 11 contracts | Open interest 412 contracts | Implied volatility 93.56 | Delta 0.00 | Gamma 0.0001 | Theta 0.0300 | Vega 0.01 | Option type call expiring 2025-11-21:m"
821,770.0,0.13,0.06,0.08,0.09,13,546,93.46,0.0,0.0001,0.03,0.01,call,2025-11-21:m,"Strike price $770.0 | Last traded price $0.13 | Bid $0.06, Ask $0.09, Mid $0.08 | Volume 13 contracts | Open interest 546 contracts | Implied volatility 93.46 | Delta 0.00 | Gamma 0.0001 | Theta 0.0300 | Vega 0.01 | Option type call expiring 2025-11-21:m"
822,780.0,0.05,0.05,0.07,0.08,27,923,94.18,0.0,0.0001,0.02,0.01,call,2025-11-21:m,"Strike price $780.0 | Last traded price $0.05 | Bid $0.05, Ask $0.08, Mid $0.07 | Volume 27 contracts | Open interest 923 contracts | Implied volatility 94.18 | Delta 0.00 | Gamma 0.0001 | Theta 0.0200 | Vega 0.01 | Option type call expiring 2025-11-21:m"
823,790.0,0.08,0.05,0.06,0.07,119,7979,95.41,0.0,0.0001,0.02,0.01,call,2025-11-21:m,"Strike price $790.0 | Last traded price $0.08 | Bid $0.05, Ask $0.07, Mid $0.06 | Volume 119 contracts | Open interest 7979 contracts | Implied volatility 95.41 | Delta 0.00 | Gamma 0.0001 | Theta 0.0200 | Vega 0.01 | Option type call expiring 2025-11-21:m"
824,800.0,0.06,0.04,0.05,0.06,207,1002,95.73,0.0,0.0001,0.02,0.01,call,2025-11-21:m,"Strike price $800.0 | Last traded price $0.06 | Bid $0.04, Ask $0.06, Mid $0.05 | Volume 207 contracts | Open interest 1002 contracts | Implied volatility 95.73 | Delta 0.00 | Gamma 0.0001 | Theta 0.0200 | Vega 0.01 | Option type call expiring 2025-11-21:m"
825,810.0,0.05,0.03,0.05,0.06,22,347,96.68,0.0,0.0001,0.02,0.01,call,2025-11-21:m,"Strike price $810.0 | Last traded price $0.05 | Bid $0.03, Ask $0.06, Mid $0.05 | Volume 22 contracts | Open interest 347 contracts | Implied volatility 96.68 | Delta 0.00 | Gamma 0.0001 | Theta 0.0200 | Vega 0.01 | Option type call expiring 2025-11-21:m"
826,820.0,0.03,0.02,0.04,0.05,5,399,96.4,0.0,0.0001,0.01,0.0,call,2025-11-21:m,"Strike price $820.0 | Last traded price $0.03 | Bid $0.02, Ask $0.05, Mid $0.04 | Volume 5 contracts | Open interest 399 contracts | Implied volatility 96.40 | Delta 0.00 | Gamma 0.0001 | Theta 0.0100 | Vega 0.00 | Option type call expiring 2025-11-21:m"
827,830.0,0.02,0.03,0.04,0.04,416,223,98.14,0.0,0.0001,0.01,0.0,call,2025-11-21:m,"Strike price $830.0 | Last traded price $0.02 | Bid $0.03, Ask $0.04, Mid $0.04 | Volume 416 contracts | Open interest 223 contracts | Implied volatility 98.14 | Delta 0.00 | Gamma 0.0001 | Theta 0.0100 | Vega 0.00 | Option type call expiring 2025-11-21:m"
828,840.0,0.05,0.02,0.03,0.04,45,404,98.61,0.0,0.0,0.01,0.0,call,2025-11-21:m,"Strike price $840.0 | Last traded price $0.05 | Bid $0.02, Ask $0.04, Mid $0.03 | Volume 45 contracts | Open interest 404 contracts | Implied volatility 98.61 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type call expiring 2025-11-21:m"
829,850.0,0.03,0.01,0.03,0.04,16,1264,98.83,0.0,0.0,0.01,0.0,call,2025-11-21:m,"Strike price $850.0 | Last traded price $0.03 | Bid $0.01, Ask $0.04, Mid $0.03 | Volume 16 contracts | Open interest 1264 contracts | Implied volatility 98.83 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type call expiring 2025-11-21:m"
830,860.0,0.03,0.01,0.03,0.04,288,853,100.47,0.0,0.0,0.01,0.0,call,2025-11-21:m,"Strike price $860.0 | Last traded price $0.03 | Bid $0.01, Ask $0.04, Mid $0.03 | Volume 288 contracts | Open interest 853 contracts | Implied volatility 100.47 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type call expiring 2025-11-21:m"
831,870.0,0.02,0.0,0.02,0.03,1845,747,98.19,0.0,0.0,0.01,0.0,call,2025-11-21:m,"Strike price $870.0 | Last traded price $0.02 | Bid $0.0, Ask $0.03, Mid $0.02 | Volume 1845 contracts | Open interest 747 contracts | Implied volatility 98.19 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type call expiring 2025-11-21:m"
832,880.0,0.01,0.0,0.02,0.03,29,3074,99.74,0.0,0.0,0.01,0.0,call,2025-11-21:m,"Strike price $880.0 | Last traded price $0.01 | Bid $0.0, Ask $0.03, Mid $0.02 | Volume 29 contracts | Open interest 3074 contracts | Implied volatility 99.74 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type call expiring 2025-11-21:m"
833,890.0,0.02,0.0,0.02,0.03,2,967,101.25,0.0,0.0,0.01,0.0,call,2025-11-21:m,"Strike price $890.0 | Last traded price $0.02 | Bid $0.0, Ask $0.03, Mid $0.02 | Volume 2 contracts | Open interest 967 contracts | Implied volatility 101.25 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type call expiring 2025-11-21:m"
834,900.0,0.01,0.01,0.02,0.03,10,1552,104.97,0.0,0.0,0.01,0.0,call,2025-11-21:m,"Strike price $900.0 | Last traded price $0.01 | Bid $0.01, Ask $0.03, Mid $0.02 | Volume 10 contracts | Open interest 1552 contracts | Implied volatility 104.97 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type call expiring 2025-11-21:m"
835,910.0,0.02,0.0,0.02,0.03,44,749,104.23,0.0,0.0,0.01,0.0,call,2025-11-21:m,"Strike price $910.0 | Last traded price $0.02 | Bid $0.0, Ask $0.03, Mid $0.02 | Volume 44 contracts | Open interest 749 contracts | Implied volatility 104.23 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type call expiring 2025-11-21:m"
836,920.0,,0.0,0.02,0.03,0,548,105.69,0.0,0.0,0.01,0.0,call,2025-11-21:m,"Strike price $920.0 | No last trade | Bid $0.0, Ask $0.03, Mid $0.02 | Volume 0 contracts | Open interest 548 contracts | Implied volatility 105.69 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type call expiring 2025-11-21:m"
837,930.0,0.02,0.01,0.02,0.03,11,1268,109.43,0.0,0.0,0.01,0.0,call,2025-11-21:m,"Strike price $930.0 | Last traded price $0.02 | Bid $0.01, Ask $0.03, Mid $0.02 | Volume 11 contracts | Open interest 1268 contracts | Implied volatility 109.43 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type call expiring 2025-11-21:m"
838,940.0,0.01,0.01,0.02,0.02,254,9194,108.56,0.0,0.0,0.01,0.0,call,2025-11-21:m,"Strike price $940.0 | Last traded price $0.01 | Bid $0.01, Ask $0.02, Mid $0.02 | Volume 254 contracts | Open interest 9194 contracts | Implied volatility 108.56 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type call expiring 2025-11-21:m"
839,100.0,0.02,0.01,0.02,0.03,97,6491,234.39,0.0,0.0,0.01,0.0,put,2025-11-21:m,"Strike price $100.0 | Last traded price $0.02 | Bid $0.01, Ask $0.03, Mid $0.02 | Volume 97 contracts | Open interest 6491 contracts | Implied volatility 234.39 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type put expiring 2025-11-21:m"
840,105.0,,0.02,0.03,0.04,0,434,234.51,0.0,0.0,0.01,0.0,put,2025-11-21:m,"Strike price $105.0 | No last trade | Bid $0.02, Ask $0.04, Mid $0.03 | Volume 0 contracts | Open interest 434 contracts | Implied volatility 234.51 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type put expiring 2025-11-21:m"
841,110.0,0.03,0.03,0.04,0.04,14,1437,230.14,0.0,0.0,0.01,0.0,put,2025-11-21:m,"Strike price $110.0 | Last traded price $0.03 | Bid $0.03, Ask $0.04, Mid $0.04 | Volume 14 contracts | Open interest 1437 contracts | Implied volatility 230.14 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type put expiring 2025-11-21:m"
842,115.0,0.02,0.02,0.04,0.05,58,647,223.04,0.0,0.0,0.01,0.0,put,2025-11-21:m,"Strike price $115.0 | Last traded price $0.02 | Bid $0.02, Ask $0.05, Mid $0.04 | Volume 58 contracts | Open interest 647 contracts | Implied volatility 223.04 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type put expiring 2025-11-21:m"
843,120.0,0.04,0.02,0.03,0.04,3,536,213.46,0.0,0.0,0.01,0.0,put,2025-11-21:m,"Strike price $120.0 | Last traded price $0.04 | Bid $0.02, Ask $0.04, Mid $0.03 | Volume 3 contracts | Open interest 536 contracts | Implied volatility 213.46 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type put expiring 2025-11-21:m"
844,125.0,,0.02,0.04,0.05,0,1252,209.76,0.0,0.0,0.01,0.0,put,2025-11-21:m,"Strike price $125.0 | No last trade | Bid $0.02, Ask $0.05, Mid $0.04 | Volume 0 contracts | Open interest 1252 contracts | Implied volatility 209.76 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.00 | Option type put expiring 2025-11-21:m"
845,130.0,0.06,0.02,0.04,0.06,6,565,205.88,0.0,0.0,0.02,0.0,put,2025-11-21:m,"Strike price $130.0 | Last traded price $0.06 | Bid $0.02, Ask $0.06, Mid $0.04 | Volume 6 contracts | Open interest 565 contracts | Implied volatility 205.88 | Delta 0.00 | Gamma 0.0000 | Theta 0.0200 | Vega 0.00 | Option type put expiring 2025-11-21:m"
846,135.0,0.05,0.04,0.06,0.07,16,444,205.59,0.0,0.0,0.02,0.0,put,2025-11-21:m,"Strike price $135.0 | Last traded price $0.05 | Bid $0.04, Ask $0.07, Mid $0.06 | Volume 16 contracts | Open interest 444 contracts | Implied volatility 205.59 | Delta 0.00 | Gamma 0.0000 | Theta 0.0200 | Vega 0.00 | Option type put expiring 2025-11-21:m"
847,140.0,0.06,0.05,0.06,0.07,7,1036,201.2,0.0,0.0,0.02,0.0,put,2025-11-21:m,"Strike price $140.0 | Last traded price $0.06 | Bid $0.05, Ask $0.07, Mid $0.06 | Volume 7 contracts | Open interest 1036 contracts | Implied volatility 201.20 | Delta 0.00 | Gamma 0.0000 | Theta 0.0200 | Vega 0.00 | Option type put expiring 2025-11-21:m"
848,145.0,0.06,0.04,0.16,0.28,21,1009,215.54,0.0,0.0,0.05,0.01,put,2025-11-21:m,"Strike price $145.0 | Last traded price $0.06 | Bid $0.04, Ask $0.28, Mid $0.16 | Volume 21 contracts | Open interest 1009 contracts | Implied volatility 215.54 | Delta 0.00 | Gamma 0.0000 | Theta 0.0500 | Vega 0.01 | Option type put expiring 2025-11-21:m"
849,150.0,0.07,0.06,0.08,0.09,58,5441,193.79,0.0,0.0,0.03,0.0,put,2025-11-21:m,"Strike price $150.0 | Last traded price $0.07 | Bid $0.06, Ask $0.09, Mid $0.08 | Volume 58 contracts | Open interest 5441 contracts | Implied volatility 193.79 | Delta 0.00 | Gamma 0.0000 | Theta 0.0300 | Vega 0.00 | Option type put expiring 2025-11-21:m"
850,155.0,0.09,0.07,0.09,0.1,40,932,190.56,0.0,0.0,0.03,0.0,put,2025-11-21:m,"Strike price $155.0 | Last traded price $0.09 | Bid $0.07, Ask $0.1, Mid $0.09 | Volume 40 contracts | Open interest 932 contracts | Implied volatility 190.56 | Delta 0.00 | Gamma 0.0000 | Theta 0.0300 | Vega 0.00 | Option type put expiring 2025-11-21:m"
851,160.0,0.1,0.08,0.1,0.12,47,1343,188.15,0.0,0.0,0.03,0.01,put,2025-11-21:m,"Strike price $160.0 | Last traded price $0.1 | Bid $0.08, Ask $0.12, Mid $0.1 | Volume 47 contracts | Open interest 1343 contracts | Implied volatility 188.15 | Delta 0.00 | Gamma 0.0000 | Theta 0.0300 | Vega 0.01 | Option type put expiring 2025-11-21:m"
852,165.0,0.11,0.1,0.11,0.12,59,781,184.6,0.0,0.0,0.04,0.01,put,2025-11-21:m,"Strike price $165.0 | Last traded price $0.11 | Bid $0.1, Ask $0.12, Mid $0.11 | Volume 59 contracts | Open interest 781 contracts | Implied volatility 184.60 | Delta 0.00 | Gamma 0.0000 | Theta 0.0400 | Vega 0.01 | Option type put expiring 2025-11-21:m"
853,170.0,0.12,0.12,0.13,0.14,125,4753,182.53,0.0,0.0,0.04,0.01,put,2025-11-21:m,"Strike price $170.0 | Last traded price $0.12 | Bid $0.12, Ask $0.14, Mid $0.13 | Volume 125 contracts | Open interest 4753 contracts | Implied volatility 182.53 | Delta 0.00 | Gamma 0.0000 | Theta 0.0400 | Vega 0.01 | Option type put expiring 2025-11-21:m"
854,175.0,0.14,0.13,0.15,0.16,13,850,179.45,0.0,0.0001,0.04,0.01,put,2025-11-21:m,"Strike price $175.0 | Last traded price $0.14 | Bid $0.13, Ask $0.16, Mid $0.15 | Volume 13 contracts | Open interest 850 contracts | Implied volatility 179.45 | Delta 0.00 | Gamma 0.0001 | Theta 0.0400 | Vega 0.01 | Option type put expiring 2025-11-21:m"
855,180.0,0.17,0.14,0.16,0.18,350,2665,176.28,0.0,0.0001,0.05,0.01,put,2025-11-21:m,"Strike price $180.0 | Last traded price $0.17 | Bid $0.14, Ask $0.18, Mid $0.16 | Volume 350 contracts | Open interest 2665 contracts | Implied volatility 176.28 | Delta 0.00 | Gamma 0.0001 | Theta 0.0500 | Vega 0.01 | Option type put expiring 2025-11-21:m"
856,185.0,0.19,0.18,0.19,0.2,16,3114,174.63,0.0,0.0001,0.06,0.01,put,2025-11-21:m,"Strike price $185.0 | Last traded price $0.19 | Bid $0.18, Ask $0.2, Mid $0.19 | Volume 16 contracts | Open interest 3114 contracts | Implied volatility 174.63 | Delta 0.00 | Gamma 0.0001 | Theta 0.0600 | Vega 0.01 | Option type put expiring 2025-11-21:m"
857,190.0,0.21,0.19,0.21,0.22,99,1450,171.19,0.0,0.0001,0.06,0.01,put,2025-11-21:m,"Strike price $190.0 | Last traded price $0.21 | Bid $0.19, Ask $0.22, Mid $0.21 | Volume 99 contracts | Open interest 1450 contracts | Implied volatility 171.19 | Delta 0.00 | Gamma 0.0001 | Theta 0.0600 | Vega 0.01 | Option type put expiring 2025-11-21:m"
858,195.0,0.24,0.22,0.24,0.25,76,2190,169.04,0.0,0.0001,0.07,0.01,put,2025-11-21:m,"Strike price $195.0 | Last traded price $0.24 | Bid $0.22, Ask $0.25, Mid $0.24 | Volume 76 contracts | Open interest 2190 contracts | Implied volatility 169.04 | Delta 0.00 | Gamma 0.0001 | Theta 0.0700 | Vega 0.01 | Option type put expiring 2025-11-21:m"
859,200.0,0.27,0.24,0.26,0.27,1086,10868,165.88,0.0,0.0001,0.07,0.01,put,2025-11-21:m,"Strike price $200.0 | Last traded price $0.27 | Bid $0.24, Ask $0.27, Mid $0.26 | Volume 1086 contracts | Open interest 10868 contracts | Implied volatility 165.88 | Delta 0.00 | Gamma 0.0001 | Theta 0.0700 | Vega 0.01 | Option type put expiring 2025-11-21:m"
860,205.0,0.29,0.26,0.28,0.29,41,1317,162.67,0.01,0.0001,0.07,0.01,put,2025-11-21:m,"Strike price $205.0 | Last traded price $0.29 | Bid $0.26, Ask $0.29, Mid $0.28 | Volume 41 contracts | Open interest 1317 contracts | Implied volatility 162.67 | Delta 0.01 | Gamma 0.0001 | Theta 0.0700 | Vega 0.01 | Option type put expiring 2025-11-21:m"
861,210.0,0.3,0.29,0.31,0.33,839,3544,160.41,0.01,0.0001,0.08,0.02,put,2025-11-21:m,"Strike price $210.0 | Last traded price $0.3 | Bid $0.29, Ask $0.33, Mid $0.31 | Volume 839 contracts | Open interest 3544 contracts | Implied volatility 160.41 | Delta 0.01 | Gamma 0.0001 | Theta 0.0800 | Vega 0.02 | Option type put expiring 2025-11-21:m"
862,215.0,0.36,0.33,0.35,0.36,12,2472,157.97,0.01,0.0001,0.09,0.02,put,2025-11-21:m,"Strike price $215.0 | Last traded price $0.36 | Bid $0.33, Ask $0.36, Mid $0.35 | Volume 12 contracts | Open interest 2472 contracts | Implied volatility 157.97 | Delta 0.01 | Gamma 0.0001 | Theta 0.0900 | Vega 0.02 | Option type put expiring 2025-11-21:m"
863,220.0,0.37,0.36,0.37,0.38,353,7362,154.84,0.01,0.0001,0.09,0.02,put,2025-11-21:m,"Strike price $220.0 | Last traded price $0.37 | Bid $0.36, Ask $0.38, Mid $0.37 | Volume 353 contracts | Open interest 7362 contracts | Implied volatility 154.84 | Delta 0.01 | Gamma 0.0001 | Theta 0.0900 | Vega 0.02 | Option type put expiring 2025-11-21:m"
864,225.0,0.4,0.4,0.42,0.43,157,4929,152.68,0.01,0.0002,0.1,0.02,put,2025-11-21:m,"Strike price $225.0 | Last traded price $0.4 | Bid $0.4, Ask $0.43, Mid $0.42 | Volume 157 contracts | Open interest 4929 contracts | Implied volatility 152.68 | Delta 0.01 | Gamma 0.0002 | Theta 0.1000 | Vega 0.02 | Option type put expiring 2025-11-21:m"
865,230.0,0.46,0.43,0.45,0.46,193,5589,149.67,0.01,0.0002,0.11,0.02,put,2025-11-21:m,"Strike price $230.0 | Last traded price $0.46 | Bid $0.43, Ask $0.46, Mid $0.45 | Volume 193 contracts | Open interest 5589 contracts | Implied volatility 149.67 | Delta 0.01 | Gamma 0.0002 | Theta 0.1100 | Vega 0.02 | Option type put expiring 2025-11-21:m"
866,235.0,0.49,0.47,0.49,0.5,437,3496,147.04,0.01,0.0002,0.12,0.02,put,2025-11-21:m,"Strike price $235.0 | Last traded price $0.49 | Bid $0.47, Ask $0.5, Mid $0.49 | Volume 437 contracts | Open interest 3496 contracts | Implied volatility 147.04 | Delta 0.01 | Gamma 0.0002 | Theta 0.1200 | Vega 0.02 | Option type put expiring 2025-11-21:m"
867,240.0,0.53,0.51,0.53,0.55,1485,6228,144.5,0.01,0.0002,0.12,0.03,put,2025-11-21:m,"Strike price $240.0 | Last traded price $0.53 | Bid $0.51, Ask $0.55, Mid $0.53 | Volume 1485 contracts | Open interest 6228 contracts | Implied volatility 144.50 | Delta 0.01 | Gamma 0.0002 | Theta 0.1200 | Vega 0.03 | Option type put expiring 2025-11-21:m"
868,245.0,0.56,0.55,0.57,0.58,405,3802,141.52,0.01,0.0002,0.13,0.03,put,2025-11-21:m,"Strike price $245.0 | Last traded price $0.56 | Bid $0.55, Ask $0.58, Mid $0.57 | Volume 405 contracts | Open interest 3802 contracts | Implied volatility 141.52 | Delta 0.01 | Gamma 0.0002 | Theta 0.1300 | Vega 0.03 | Option type put expiring 2025-11-21:m"
869,250.0,0.61,0.59,0.6,0.61,1896,16799,138.49,0.01,0.0003,0.14,0.03,put,2025-11-21:m,"Strike price $250.0 | Last traded price $0.61 | Bid $0.59, Ask $0.61, Mid $0.6 | Volume 1896 contracts | Open interest 16799 contracts | Implied volatility 138.49 | Delta 0.01 | Gamma 0.0003 | Theta 0.1400 | Vega 0.03 | Option type put expiring 2025-11-21:m"
870,255.0,0.64,0.63,0.65,0.66,1188,4628,135.76,0.01,0.0003,0.14,0.03,put,2025-11-21:m,"Strike price $255.0 | Last traded price $0.64 | Bid $0.63, Ask $0.66, Mid $0.65 | Volume 1188 contracts | Open interest 4628 contracts | Implied volatility 135.76 | Delta 0.01 | Gamma 0.0003 | Theta 0.1400 | Vega 0.03 | Option type put expiring 2025-11-21:m"
871,260.0,0.68,0.67,0.69,0.7,1668,6525,132.82,0.01,0.0003,0.15,0.03,put,2025-11-21:m,"Strike price $260.0 | Last traded price $0.68 | Bid $0.67, Ask $0.7, Mid $0.69 | Volume 1668 contracts | Open interest 6525 contracts | Implied volatility 132.82 | Delta 0.01 | Gamma 0.0003 | Theta 0.1500 | Vega 0.03 | Option type put expiring 2025-11-21:m"
872,265.0,0.73,0.72,0.74,0.75,509,3588,130.13,0.02,0.0003,0.16,0.04,put,2025-11-21:m,"Strike price $265.0 | Last traded price $0.73 | Bid $0.72, Ask $0.75, Mid $0.74 | Volume 509 contracts | Open interest 3588 contracts | Implied volatility 130.13 | Delta 0.02 | Gamma 0.0003 | Theta 0.1600 | Vega 0.04 | Option type put expiring 2025-11-21:m"
873,270.0,0.78,0.75,0.77,0.79,1116,14650,126.99,0.02,0.0004,0.16,0.04,put,2025-11-21:m,"Strike price $270.0 | Last traded price $0.78 | Bid $0.75, Ask $0.79, Mid $0.77 | Volume 1116 contracts | Open interest 14650 contracts | Implied volatility 126.99 | Delta 0.02 | Gamma 0.0004 | Theta 0.1600 | Vega 0.04 | Option type put expiring 2025-11-21:m"
874,275.0,0.83,0.8,0.82,0.84,357,3227,124.2,0.02,0.0004,0.17,0.04,put,2025-11-21:m,"Strike price $275.0 | Last traded price $0.83 | Bid $0.8, Ask $0.84, Mid $0.82 | Volume 357 contracts | Open interest 3227 contracts | Implied volatility 124.20 | Delta 0.02 | Gamma 0.0004 | Theta 0.1700 | Vega 0.04 | Option type put expiring 2025-11-21:m"
875,280.0,0.87,0.85,0.87,0.88,787,6406,121.27,0.02,0.0004,0.18,0.04,put,2025-11-21:m,"Strike price $280.0 | Last traded price $0.87 | Bid $0.85, Ask $0.88, Mid $0.87 | Volume 787 contracts | Open interest 6406 contracts | Implied volatility 121.27 | Delta 0.02 | Gamma 0.0004 | Theta 0.1800 | Vega 0.04 | Option type put expiring 2025-11-21:m"
876,285.0,0.9,0.89,0.91,0.92,193,3238,118.18,0.02,0.0005,0.18,0.05,put,2025-11-21:m,"Strike price $285.0 | Last traded price $0.9 | Bid $0.89, Ask $0.92, Mid $0.91 | Volume 193 contracts | Open interest 3238 contracts | Implied volatility 118.18 | Delta 0.02 | Gamma 0.0005 | Theta 0.1800 | Vega 0.05 | Option type put expiring 2025-11-21:m"
877,290.0,0.92,0.94,0.96,0.97,124,4661,115.31,0.02,0.0005,0.19,0.05,put,2025-11-21:m,"Strike price $290.0 | Last traded price $0.92 | Bid $0.94, Ask $0.97, Mid $0.96 | Volume 124 contracts | Open interest 4661 contracts | Implied volatility 115.31 | Delta 0.02 | Gamma 0.0005 | Theta 0.1900 | Vega 0.05 | Option type put expiring 2025-11-21:m"
878,295.0,1.02,0.99,1.01,1.03,651,4675,112.49,0.02,0.0006,0.19,0.05,put,2025-11-21:m,"Strike price $295.0 | Last traded price $1.02 | Bid $0.99, Ask $1.03, Mid $1.01 | Volume 651 contracts | Open interest 4675 contracts | Implied volatility 112.49 | Delta 0.02 | Gamma 0.0006 | Theta 0.1900 | Vega 0.05 | Option type put expiring 2025-11-21:m"
879,300.0,1.08,1.05,1.07,1.08,2093,13127,109.65,0.03,0.0006,0.2,0.05,put,2025-11-21:m,"Strike price $300.0 | Last traded price $1.08 | Bid $1.05, Ask $1.08, Mid $1.07 | Volume 2093 contracts | Open interest 13127 contracts | Implied volatility 109.65 | Delta 0.03 | Gamma 0.0006 | Theta 0.2000 | Vega 0.05 | Option type put expiring 2025-11-21:m"
880,305.0,1.14,1.11,1.13,1.15,490,2439,106.93,0.03,0.0007,0.21,0.06,put,2025-11-21:m,"Strike price $305.0 | Last traded price $1.14 | Bid $1.11, Ask $1.15, Mid $1.13 | Volume 490 contracts | Open interest 2439 contracts | Implied volatility 106.93 | Delta 0.03 | Gamma 0.0007 | Theta 0.2100 | Vega 0.06 | Option type put expiring 2025-11-21:m"
881,310.0,1.22,1.17,1.19,1.21,475,5541,104.09,0.03,0.0007,0.21,0.06,put,2025-11-21:m,"Strike price $310.0 | Last traded price $1.22 | Bid $1.17, Ask $1.21, Mid $1.19 | Volume 475 contracts | Open interest 5541 contracts | Implied volatility 104.09 | Delta 0.03 | Gamma 0.0007 | Theta 0.2100 | Vega 0.06 | Option type put expiring 2025-11-21:m"
