strike,volume,option_type,contract_symbol,contract_display_name,contract_display_name_abbreviated,,strike price text,volume text
620,50,CALL,TSLA260320C00620000,"TSLA Mar 20, 2026 620.00 call",TSLA 03/20/26 620.0C,,620 Strike price TSLA,50 Volume
430,50,PUT,TSLA260220P00430000,"TSLA Feb 20, 2026 430.00 put",TSLA 02/20/26 430.0P,,430 Strike price TSLA,50 Volume
640,50,CALL,TSLA260320C00640000,"TSLA Mar 20, 2026 640.00 call",TSLA 03/20/26 640.0C,,640 Strike price TSLA,50 Volume
385,50,CALL,TSLA260320C00385000,"TSLA Mar 20, 2026 385.00 call",TSLA 03/20/26 385.0C,,385 Strike price TSLA,50 Volume
750,50,PUT,TSLA251219P00750000,"TSLA Dec 19, 2025 750.00 put",TSLA 12/19/25 750.0P,,750 Strike price TSLA,50 Volume
690,50,CALL,TSLA260116C00690000,"TSLA Jan 16, 2026 690.00 call",TSLA 01/16/26 690.0C,,690 Strike price TSLA,50 Volume
395,50,PUT,TSLA251212P00395000,"TSLA Dec 12, 2025 395.00 put",TSLA 12/12/25 395.0P,,395 Strike price TSLA,50 Volume
200,50,PUT,TSLA261218P00200000,"TSLA Dec 18, 2026 200.00 put",TSLA 12/18/26 200.0P,,200 Strike price TSLA,50 Volume
105,50,PUT,TSLA270115P00105000,"TSLA Jan 15, 2027 105.00 put",TSLA 01/15/27 105.0P,,105 Strike price TSLA,50 Volume
50,50,PUT,TSLA270617P00050000,"TSLA Jun 17, 2027 50.00 put",TSLA 06/17/27 50.0P,,50 Strike price TSLA,50 Volume
195,49,PUT,TSLA260515P00195000,"TSLA May 15, 2026 195.00 put",TSLA 05/15/26 195.0P,,195 Strike price TSLA,49 Volume
230,49,PUT,TSLA260220P00230000,"TSLA Feb 20, 2026 230.00 put",TSLA 02/20/26 230.0P,,230 Strike price TSLA,49 Volume
240,49,CALL,TSLA280121C00240000,"TSLA Jan 21, 2028 240.00 call",TSLA 01/21/28 240.0C,,240 Strike price TSLA,49 Volume
400,49,CALL,TSLA251212C00400000,"TSLA Dec 12, 2025 400.00 call",TSLA 12/12/25 400.0C,,400 Strike price TSLA,49 Volume
415,49,PUT,TSLA260116P00415000,"TSLA Jan 16, 2026 415.00 put",TSLA 01/16/26 415.0P,,415 Strike price TSLA,49 Volume
460,49,PUT,TSLA260515P00460000,"TSLA May 15, 2026 460.00 put",TSLA 05/15/26 460.0P,,460 Strike price TSLA,49 Volume
220,49,PUT,TSLA260618P00220000,"TSLA Jun 18, 2026 220.00 put",TSLA 06/18/26 220.0P,,220 Strike price TSLA,49 Volume
720,49,CALL,TSLA260320C00720000,"TSLA Mar 20, 2026 720.00 call",TSLA 03/20/26 720.0C,,720 Strike price TSLA,49 Volume
440,49,CALL,TSLA261218C00440000,"TSLA Dec 18, 2026 440.00 call",TSLA 12/18/26 440.0C,,440 Strike price TSLA,49 Volume
750,49,CALL,TSLA260618C00750000,"TSLA Jun 18, 2026 750.00 call",TSLA 06/18/26 750.0C,,750 Strike price TSLA,49 Volume
240,48,PUT,TSLA251219P00240000,"TSLA Dec 19, 2025 240.00 put",TSLA 12/19/25 240.0P,,240 Strike price TSLA,48 Volume
360,48,PUT,TSLA260220P00360000,"TSLA Feb 20, 2026 360.00 put",TSLA 02/20/26 360.0P,,360 Strike price TSLA,48 Volume
260,48,PUT,TSLA251219P00260000,"TSLA Dec 19, 2025 260.00 put",TSLA 12/19/25 260.0P,,260 Strike price TSLA,48 Volume
940,48,CALL,TSLA251219C00940000,"TSLA Dec 19, 2025 940.00 call",TSLA 12/19/25 940.0C,,940 Strike price TSLA,48 Volume
530,48,CALL,TSLA260417C00530000,"TSLA Apr 17, 2026 530.00 call",TSLA 04/17/26 530.0C,,530 Strike price TSLA,48 Volume
940,48,CALL,TSLA260417C00940000,"TSLA Apr 17, 2026 940.00 call",TSLA 04/17/26 940.0C,,940 Strike price TSLA,48 Volume
240,48,PUT,TSLA261218P00240000,"TSLA Dec 18, 2026 240.00 put",TSLA 12/18/26 240.0P,,240 Strike price TSLA,48 Volume
680,48,CALL,TSLA251128C00680000,"TSLA Nov 28, 2025 680.00 call",TSLA 11/28/25 680.0C,,680 Strike price TSLA,48 Volume
260,48,PUT,TSLA260618P00260000,"TSLA Jun 18, 2026 260.00 put",TSLA 06/18/26 260.0P,,260 Strike price TSLA,48 Volume
205,48,PUT,TSLA251121P00205000,"TSLA Nov 21, 2025 205.00 put",TSLA 11/21/25 205.0P,,205 Strike price TSLA,48 Volume
675,47,CALL,TSLA251121C00675000,"TSLA Nov 21, 2025 675.00 call",TSLA 11/21/25 675.0C,,675 Strike price TSLA,47 Volume
300,47,CALL,TSLA260320C00300000,"TSLA Mar 20, 2026 300.00 call",TSLA 03/20/26 300.0C,,300 Strike price TSLA,47 Volume
400,47,CALL,TSLA251205C00400000,"TSLA Dec 5, 2025 400.00 call",TSLA 12/05/25 400.0C,,400 Strike price TSLA,47 Volume
510,47,CALL,TSLA260618C00510000,"TSLA Jun 18, 2026 510.00 call",TSLA 06/18/26 510.0C,,510 Strike price TSLA,47 Volume
375,47,PUT,TSLA251205P00375000,"TSLA Dec 5, 2025 375.00 put",TSLA 12/05/25 375.0P,,375 Strike price TSLA,47 Volume
480,47,CALL,TSLA260515C00480000,"TSLA May 15, 2026 480.00 call",TSLA 05/15/26 480.0C,,480 Strike price TSLA,47 Volume
470,47,CALL,TSLA260918C00470000,"TSLA Sep 18, 2026 470.00 call",TSLA 09/18/26 470.0C,,470 Strike price TSLA,47 Volume
545,47,CALL,TSLA251205C00545000,"TSLA Dec 5, 2025 545.00 call",TSLA 12/05/25 545.0C,,545 Strike price TSLA,47 Volume
390,47,CALL,TSLA251107C00390000,"TSLA Nov 7, 2025 390.00 call",TSLA 11/07/25 390.0C,,390 Strike price TSLA,47 Volume
295,47,PUT,TSLA251219P00295000,"TSLA Dec 19, 2025 295.00 put",TSLA 12/19/25 295.0P,,295 Strike price TSLA,47 Volume
820,47,CALL,TSLA251205C00820000,"TSLA Dec 5, 2025 820.00 call",TSLA 12/05/25 820.0C,,820 Strike price TSLA,47 Volume
410,47,CALL,TSLA260417C00410000,"TSLA Apr 17, 2026 410.00 call",TSLA 04/17/26 410.0C,,410 Strike price TSLA,47 Volume
450,47,CALL,TSLA260515C00450000,"TSLA May 15, 2026 450.00 call",TSLA 05/15/26 450.0C,,450 Strike price TSLA,47 Volume
315,46,CALL,TSLA251107C00315000,"TSLA Nov 7, 2025 315.00 call",TSLA 11/07/25 315.0C,,315 Strike price TSLA,46 Volume
255,46,PUT,TSLA251128P00255000,"TSLA Nov 28, 2025 255.00 put",TSLA 11/28/25 255.0P,,255 Strike price TSLA,46 Volume
595,46,CALL,TSLA251121C00595000,"TSLA Nov 21, 2025 595.00 call",TSLA 11/21/25 595.0C,,595 Strike price TSLA,46 Volume
550,46,PUT,TSLA251107P00550000,"TSLA Nov 7, 2025 550.00 put",TSLA 11/07/25 550.0P,,550 Strike price TSLA,46 Volume
680,46,CALL,TSLA260320C00680000,"TSLA Mar 20, 2026 680.00 call",TSLA 03/20/26 680.0C,,680 Strike price TSLA,46 Volume
290,46,CALL,TSLA260618C00290000,"TSLA Jun 18, 2026 290.00 call",TSLA 06/18/26 290.0C,,290 Strike price TSLA,46 Volume
330,46,CALL,TSLA260618C00330000,"TSLA Jun 18, 2026 330.00 call",TSLA 06/18/26 330.0C,,330 Strike price TSLA,46 Volume
370,46,PUT,TSLA260320P00370000,"TSLA Mar 20, 2026 370.00 put",TSLA 03/20/26 370.0P,,370 Strike price TSLA,46 Volume
670,46,CALL,TSLA260116C00670000,"TSLA Jan 16, 2026 670.00 call",TSLA 01/16/26 670.0C,,670 Strike price TSLA,46 Volume
940,46,CALL,TSLA260116C00940000,"TSLA Jan 16, 2026 940.00 call",TSLA 01/16/26 940.0C,,940 Strike price TSLA,46 Volume
400,46,PUT,TSLA260515P00400000,"TSLA May 15, 2026 400.00 put",TSLA 05/15/26 400.0P,,400 Strike price TSLA,46 Volume
290,46,PUT,TSLA260515P00290000,"TSLA May 15, 2026 290.00 put",TSLA 05/15/26 290.0P,,290 Strike price TSLA,46 Volume
150,45,CALL,TSLA261218C00150000,"TSLA Dec 18, 2026 150.00 call",TSLA 12/18/26 150.0C,,150 Strike price TSLA,45 Volume
115,45,PUT,TSLA270115P00115000,"TSLA Jan 15, 2027 115.00 put",TSLA 01/15/27 115.0P,,115 Strike price TSLA,45 Volume
145,45,PUT,TSLA270115P00145000,"TSLA Jan 15, 2027 145.00 put",TSLA 01/15/27 145.0P,,145 Strike price TSLA,45 Volume
140,45,PUT,TSLA251128P00140000,"TSLA Nov 28, 2025 140.00 put",TSLA 11/28/25 140.0P,,140 Strike price TSLA,45 Volume
650,45,CALL,TSLA270115C00650000,"TSLA Jan 15, 2027 650.00 call",TSLA 01/15/27 650.0C,,650 Strike price TSLA,45 Volume
605,45,CALL,TSLA251121C00605000,"TSLA Nov 21, 2025 605.00 call",TSLA 11/21/25 605.0C,,605 Strike price TSLA,45 Volume
930,45,CALL,TSLA260116C00930000,"TSLA Jan 16, 2026 930.00 call",TSLA 01/16/26 930.0C,,930 Strike price TSLA,45 Volume
245,45,PUT,TSLA251107P00245000,"TSLA Nov 7, 2025 245.00 put",TSLA 11/07/25 245.0P,,245 Strike price TSLA,45 Volume
260,45,PUT,TSLA260116P00260000,"TSLA Jan 16, 2026 260.00 put",TSLA 01/16/26 260.0P,,260 Strike price TSLA,45 Volume
910,44,CALL,TSLA260821C00910000,"TSLA Aug 21, 2026 910.00 call",TSLA 08/21/26 910.0C,,910 Strike price TSLA,44 Volume
360,44,PUT,TSLA260618P00360000,"TSLA Jun 18, 2026 360.00 put",TSLA 06/18/26 360.0P,,360 Strike price TSLA,44 Volume
380,44,CALL,TSLA260116C00380000,"TSLA Jan 16, 2026 380.00 call",TSLA 01/16/26 380.0C,,380 Strike price TSLA,44 Volume
520,44,CALL,TSLA260821C00520000,"TSLA Aug 21, 2026 520.00 call",TSLA 08/21/26 520.0C,,520 Strike price TSLA,44 Volume
285,44,PUT,TSLA260116P00285000,"TSLA Jan 16, 2026 285.00 put",TSLA 01/16/26 285.0P,,285 Strike price TSLA,44 Volume
910,44,CALL,TSLA251219C00910000,"TSLA Dec 19, 2025 910.00 call",TSLA 12/19/25 910.0C,,910 Strike price TSLA,44 Volume
920,44,CALL,TSLA251219C00920000,"TSLA Dec 19, 2025 920.00 call",TSLA 12/19/25 920.0C,,920 Strike price TSLA,44 Volume
600,44,CALL,TSLA260515C00600000,"TSLA May 15, 2026 600.00 call",TSLA 05/15/26 600.0C,,600 Strike price TSLA,44 Volume
645,44,CALL,TSLA251121C00645000,"TSLA Nov 21, 2025 645.00 call",TSLA 11/21/25 645.0C,,645 Strike price TSLA,44 Volume
435,44,CALL,TSLA251128C00435000,"TSLA Nov 28, 2025 435.00 call",TSLA 11/28/25 435.0C,,435 Strike price TSLA,44 Volume
190,43,PUT,TSLA251121P00190000,"TSLA Nov 21, 2025 190.00 put",TSLA 11/21/25 190.0P,,190 Strike price TSLA,43 Volume
770,43,CALL,TSLA260918C00770000,"TSLA Sep 18, 2026 770.00 call",TSLA 09/18/26 770.0C,,770 Strike price TSLA,43 Volume
440,43,CALL,TSLA251212C00440000,"TSLA Dec 12, 2025 440.00 call",TSLA 12/12/25 440.0C,,440 Strike price TSLA,43 Volume
930,43,CALL,TSLA260220C00930000,"TSLA Feb 20, 2026 930.00 call",TSLA 02/20/26 930.0C,,930 Strike price TSLA,43 Volume
690,43,CALL,TSLA260320C00690000,"TSLA Mar 20, 2026 690.00 call",TSLA 03/20/26 690.0C,,690 Strike price TSLA,43 Volume
640,43,CALL,TSLA260116C00640000,"TSLA Jan 16, 2026 640.00 call",TSLA 01/16/26 640.0C,,640 Strike price TSLA,43 Volume
790,43,CALL,TSLA260918C00790000,"TSLA Sep 18, 2026 790.00 call",TSLA 09/18/26 790.0C,,790 Strike price TSLA,43 Volume
580,43,CALL,TSLA251212C00580000,"TSLA Dec 12, 2025 580.00 call",TSLA 12/12/25 580.0C,,580 Strike price TSLA,43 Volume
450,43,CALL,TSLA260918C00450000,"TSLA Sep 18, 2026 450.00 call",TSLA 09/18/26 450.0C,,450 Strike price TSLA,43 Volume
185,43,PUT,TSLA251121P00185000,"TSLA Nov 21, 2025 185.00 put",TSLA 11/21/25 185.0P,,185 Strike price TSLA,43 Volume
280,43,PUT,TSLA260618P00280000,"TSLA Jun 18, 2026 280.00 put",TSLA 06/18/26 280.0P,,280 Strike price TSLA,43 Volume
485,43,PUT,TSLA251121P00485000,"TSLA Nov 21, 2025 485.00 put",TSLA 11/21/25 485.0P,,485 Strike price TSLA,43 Volume
565,42,CALL,TSLA260116C00565000,"TSLA Jan 16, 2026 565.00 call",TSLA 01/16/26 565.0C,,565 Strike price TSLA,42 Volume
387.5,42,CALL,TSLA251114C00387500,"TSLA Nov 14, 2025 387.50 call",TSLA 11/14/25 387.5C,,388 Strike price TSLA,42 Volume
180,42,PUT,TSLA260918P00180000,"TSLA Sep 18, 2026 180.00 put",TSLA 09/18/26 180.0P,,180 Strike price TSLA,42 Volume
680,42,CALL,TSLA260220C00680000,"TSLA Feb 20, 2026 680.00 call",TSLA 02/20/26 680.0C,,680 Strike price TSLA,42 Volume
585,41,CALL,TSLA260116C00585000,"TSLA Jan 16, 2026 585.00 call",TSLA 01/16/26 585.0C,,585 Strike price TSLA,41 Volume
497.5,41,PUT,TSLA251107P00497500,"TSLA Nov 7, 2025 497.50 put",TSLA 11/07/25 497.5P,,498 Strike price TSLA,41 Volume
480,41,PUT,TSLA251219P00480000,"TSLA Dec 19, 2025 480.00 put",TSLA 12/19/25 480.0P,,480 Strike price TSLA,41 Volume
510,41,CALL,TSLA260417C00510000,"TSLA Apr 17, 2026 510.00 call",TSLA 04/17/26 510.0C,,510 Strike price TSLA,41 Volume
160,41,PUT,TSLA260717P00160000,"TSLA Jul 17, 2026 160.00 put",TSLA 07/17/26 160.0P,,160 Strike price TSLA,41 Volume
635,41,CALL,TSLA251219C00635000,"TSLA Dec 19, 2025 635.00 call",TSLA 12/19/25 635.0C,,635 Strike price TSLA,41 Volume
360,41,CALL,TSLA270115C00360000,"TSLA Jan 15, 2027 360.00 call",TSLA 01/15/27 360.0C,,360 Strike price TSLA,41 Volume
450,41,CALL,TSLA260717C00450000,"TSLA Jul 17, 2026 450.00 call",TSLA 07/17/26 450.0C,,450 Strike price TSLA,41 Volume
360,40,PUT,TSLA251212P00360000,"TSLA Dec 12, 2025 360.00 put",TSLA 12/12/25 360.0P,,360 Strike price TSLA,40 Volume
350,40,PUT,TSLA261218P00350000,"TSLA Dec 18, 2026 350.00 put",TSLA 12/18/26 350.0P,,350 Strike price TSLA,40 Volume
350,40,CALL,TSLA251212C00350000,"TSLA Dec 12, 2025 350.00 call",TSLA 12/12/25 350.0C,,350 Strike price TSLA,40 Volume
185,40,PUT,TSLA260918P00185000,"TSLA Sep 18, 2026 185.00 put",TSLA 09/18/26 185.0P,,185 Strike price TSLA,40 Volume
80,40,PUT,TSLA251219P00080000,"TSLA Dec 19, 2025 80.00 put",TSLA 12/19/25 80.0P,,80 Strike price TSLA,40 Volume
800,40,CALL,TSLA260717C00800000,"TSLA Jul 17, 2026 800.00 call",TSLA 07/17/26 800.0C,,800 Strike price TSLA,40 Volume
435,40,PUT,TSLA251205P00435000,"TSLA Dec 5, 2025 435.00 put",TSLA 12/05/25 435.0P,,435 Strike price TSLA,40 Volume
520,40,CALL,TSLA260618C00520000,"TSLA Jun 18, 2026 520.00 call",TSLA 06/18/26 520.0C,,520 Strike price TSLA,40 Volume
130,40,PUT,TSLA260717P00130000,"TSLA Jul 17, 2026 130.00 put",TSLA 07/17/26 130.0P,,130 Strike price TSLA,40 Volume
145,40,CALL,TSLA261218C00145000,"TSLA Dec 18, 2026 145.00 call",TSLA 12/18/26 145.0C,,145 Strike price TSLA,40 Volume
410,40,PUT,TSLA251212P00410000,"TSLA Dec 12, 2025 410.00 put",TSLA 12/12/25 410.0P,,410 Strike price TSLA,40 Volume
680,39,CALL,TSLA251114C00680000,"TSLA Nov 14, 2025 680.00 call",TSLA 11/14/25 680.0C,,680 Strike price TSLA,39 Volume
590,39,CALL,TSLA260821C00590000,"TSLA Aug 21, 2026 590.00 call",TSLA 08/21/26 590.0C,,590 Strike price TSLA,39 Volume
670,39,CALL,TSLA260320C00670000,"TSLA Mar 20, 2026 670.00 call",TSLA 03/20/26 670.0C,,670 Strike price TSLA,39 Volume
305,39,PUT,TSLA260320P00305000,"TSLA Mar 20, 2026 305.00 put",TSLA 03/20/26 305.0P,,305 Strike price TSLA,39 Volume
330,39,PUT,TSLA251128P00330000,"TSLA Nov 28, 2025 330.00 put",TSLA 11/28/25 330.0P,,330 Strike price TSLA,39 Volume
900,39,CALL,TSLA260918C00900000,"TSLA Sep 18, 2026 900.00 call",TSLA 09/18/26 900.0C,,900 Strike price TSLA,39 Volume
400,39,CALL,TSLA251128C00400000,"TSLA Nov 28, 2025 400.00 call",TSLA 11/28/25 400.0C,,400 Strike price TSLA,39 Volume
370,39,CALL,TSLA251121C00370000,"TSLA Nov 21, 2025 370.00 call",TSLA 11/21/25 370.0C,,370 Strike price TSLA,39 Volume
370,39,PUT,TSLA251212P00370000,"TSLA Dec 12, 2025 370.00 put",TSLA 12/12/25 370.0P,,370 Strike price TSLA,39 Volume
900,39,CALL,TSLA251121C00900000,"TSLA Nov 21, 2025 900.00 call",TSLA 11/21/25 900.0C,,900 Strike price TSLA,39 Volume
600,39,CALL,TSLA271217C00600000,"TSLA Dec 17, 2027 600.00 call",TSLA 12/17/27 600.0C,,600 Strike price TSLA,39 Volume
250,38,PUT,TSLA270115P00250000,"TSLA Jan 15, 2027 250.00 put",TSLA 01/15/27 250.0P,,250 Strike price TSLA,38 Volume
640,38,CALL,TSLA251219C00640000,"TSLA Dec 19, 2025 640.00 call",TSLA 12/19/25 640.0C,,640 Strike price TSLA,38 Volume
490,38,CALL,TSLA260918C00490000,"TSLA Sep 18, 2026 490.00 call",TSLA 09/18/26 490.0C,,490 Strike price TSLA,38 Volume
430,38,CALL,TSLA251128C00430000,"TSLA Nov 28, 2025 430.00 call",TSLA 11/28/25 430.0C,,430 Strike price TSLA,38 Volume
340,38,CALL,TSLA271217C00340000,"TSLA Dec 17, 2027 340.00 call",TSLA 12/17/27 340.0C,,340 Strike price TSLA,38 Volume
325,38,CALL,TSLA251107C00325000,"TSLA Nov 7, 2025 325.00 call",TSLA 11/07/25 325.0C,,325 Strike price TSLA,38 Volume
380,38,CALL,TSLA251107C00380000,"TSLA Nov 7, 2025 380.00 call",TSLA 11/07/25 380.0C,,380 Strike price TSLA,38 Volume
295,38,PUT,TSLA260417P00295000,"TSLA Apr 17, 2026 295.00 put",TSLA 04/17/26 295.0P,,295 Strike price TSLA,38 Volume
670,38,CALL,TSLA251128C00670000,"TSLA Nov 28, 2025 670.00 call",TSLA 11/28/25 670.0C,,670 Strike price TSLA,38 Volume
340,38,PUT,TSLA260220P00340000,"TSLA Feb 20, 2026 340.00 put",TSLA 02/20/26 340.0P,,340 Strike price TSLA,38 Volume
595,37,CALL,TSLA251205C00595000,"TSLA Dec 5, 2025 595.00 call",TSLA 12/05/25 595.0C,,595 Strike price TSLA,37 Volume
550,37,PUT,TSLA251219P00550000,"TSLA Dec 19, 2025 550.00 put",TSLA 12/19/25 550.0P,,550 Strike price TSLA,37 Volume
310,37,PUT,TSLA251128P00310000,"TSLA Nov 28, 2025 310.00 put",TSLA 11/28/25 310.0P,,310 Strike price TSLA,37 Volume
710,37,CALL,TSLA260320C00710000,"TSLA Mar 20, 2026 710.00 call",TSLA 03/20/26 710.0C,,710 Strike price TSLA,37 Volume
350,37,CALL,TSLA260618C00350000,"TSLA Jun 18, 2026 350.00 call",TSLA 06/18/26 350.0C,,350 Strike price TSLA,37 Volume
180,37,PUT,TSLA270115P00180000,"TSLA Jan 15, 2027 180.00 put",TSLA 01/15/27 180.0P,,180 Strike price TSLA,37 Volume
440,37,PUT,TSLA260515P00440000,"TSLA May 15, 2026 440.00 put",TSLA 05/15/26 440.0P,,440 Strike price TSLA,37 Volume
350,37,CALL,TSLA270115C00350000,"TSLA Jan 15, 2027 350.00 call",TSLA 01/15/27 350.0C,,350 Strike price TSLA,37 Volume
460,37,CALL,TSLA260515C00460000,"TSLA May 15, 2026 460.00 call",TSLA 05/15/26 460.0C,,460 Strike price TSLA,37 Volume
330,37,CALL,TSLA261218C00330000,"TSLA Dec 18, 2026 330.00 call",TSLA 12/18/26 330.0C,,330 Strike price TSLA,37 Volume
415,37,PUT,TSLA260320P00415000,"TSLA Mar 20, 2026 415.00 put",TSLA 03/20/26 415.0P,,415 Strike price TSLA,37 Volume
360,37,PUT,TSLA260320P00360000,"TSLA Mar 20, 2026 360.00 put",TSLA 03/20/26 360.0P,,360 Strike price TSLA,37 Volume
350,37,CALL,TSLA280121C00350000,"TSLA Jan 21, 2028 350.00 call",TSLA 01/21/28 350.0C,,350 Strike price TSLA,37 Volume
350,37,PUT,TSLA260618P00350000,"TSLA Jun 18, 2026 350.00 put",TSLA 06/18/26 350.0P,,350 Strike price TSLA,37 Volume
750,37,CALL,TSLA251121C00750000,"TSLA Nov 21, 2025 750.00 call",TSLA 11/21/25 750.0C,,750 Strike price TSLA,37 Volume
507.5,37,PUT,TSLA251114P00507500,"TSLA Nov 14, 2025 507.50 put",TSLA 11/14/25 507.5P,,508 Strike price TSLA,37 Volume
525,37,PUT,TSLA251114P00525000,"TSLA Nov 14, 2025 525.00 put",TSLA 11/14/25 525.0P,,525 Strike price TSLA,37 Volume
330,37,PUT,TSLA251205P00330000,"TSLA Dec 5, 2025 330.00 put",TSLA 12/05/25 330.0P,,330 Strike price TSLA,37 Volume
840,37,CALL,TSLA261218C00840000,"TSLA Dec 18, 2026 840.00 call",TSLA 12/18/26 840.0C,,840 Strike price TSLA,37 Volume
560,36,CALL,TSLA260717C00560000,"TSLA Jul 17, 2026 560.00 call",TSLA 07/17/26 560.0C,,560 Strike price TSLA,36 Volume
480,36,PUT,TSLA251128P00480000,"TSLA Nov 28, 2025 480.00 put",TSLA 11/28/25 480.0P,,480 Strike price TSLA,36 Volume
540,36,CALL,TSLA251212C00540000,"TSLA Dec 12, 2025 540.00 call",TSLA 12/12/25 540.0C,,540 Strike price TSLA,36 Volume
580,36,CALL,TSLA260320C00580000,"TSLA Mar 20, 2026 580.00 call",TSLA 03/20/26 580.0C,,580 Strike price TSLA,36 Volume
375,36,CALL,TSLA251121C00375000,"TSLA Nov 21, 2025 375.00 call",TSLA 11/21/25 375.0C,,375 Strike price TSLA,36 Volume
305,36,PUT,TSLA260116P00305000,"TSLA Jan 16, 2026 305.00 put",TSLA 01/16/26 305.0P,,305 Strike price TSLA,36 Volume
355,36,CALL,TSLA251219C00355000,"TSLA Dec 19, 2025 355.00 call",TSLA 12/19/25 355.0C,,355 Strike price TSLA,36 Volume
290,36,PUT,TSLA260116P00290000,"TSLA Jan 16, 2026 290.00 put",TSLA 01/16/26 290.0P,,290 Strike price TSLA,36 Volume
337.5,36,PUT,TSLA251114P00337500,"TSLA Nov 14, 2025 337.50 put",TSLA 11/14/25 337.5P,,338 Strike price TSLA,36 Volume
730,36,CALL,TSLA260320C00730000,"TSLA Mar 20, 2026 730.00 call",TSLA 03/20/26 730.0C,,730 Strike price TSLA,36 Volume
420,36,PUT,TSLA260821P00420000,"TSLA Aug 21, 2026 420.00 put",TSLA 08/21/26 420.0P,,420 Strike price TSLA,36 Volume
250,36,PUT,TSLA280121P00250000,"TSLA Jan 21, 2028 250.00 put",TSLA 01/21/28 250.0P,,250 Strike price TSLA,36 Volume
260,36,PUT,TSLA251128P00260000,"TSLA Nov 28, 2025 260.00 put",TSLA 11/28/25 260.0P,,260 Strike price TSLA,36 Volume
330,36,PUT,TSLA260320P00330000,"TSLA Mar 20, 2026 330.00 put",TSLA 03/20/26 330.0P,,330 Strike price TSLA,36 Volume
402.5,36,CALL,TSLA251107C00402500,"TSLA Nov 7, 2025 402.50 call",TSLA 11/07/25 402.5C,,403 Strike price TSLA,36 Volume
230,36,PUT,TSLA270617P00230000,"TSLA Jun 17, 2027 230.00 put",TSLA 06/17/27 230.0P,,230 Strike price TSLA,36 Volume
555,35,CALL,TSLA251128C00555000,"TSLA Nov 28, 2025 555.00 call",TSLA 11/28/25 555.0C,,555 Strike price TSLA,35 Volume
650,35,CALL,TSLA260618C00650000,"TSLA Jun 18, 2026 650.00 call",TSLA 06/18/26 650.0C,,650 Strike price TSLA,35 Volume
415,35,CALL,TSLA251128C00415000,"TSLA Nov 28, 2025 415.00 call",TSLA 11/28/25 415.0C,,415 Strike price TSLA,35 Volume
380,35,PUT,TSLA270115P00380000,"TSLA Jan 15, 2027 380.00 put",TSLA 01/15/27 380.0P,,380 Strike price TSLA,35 Volume
460,35,PUT,TSLA280121P00460000,"TSLA Jan 21, 2028 460.00 put",TSLA 01/21/28 460.0P,,460 Strike price TSLA,35 Volume
495,35,CALL,TSLA260618C00495000,"TSLA Jun 18, 2026 495.00 call",TSLA 06/18/26 495.0C,,495 Strike price TSLA,35 Volume
410,35,PUT,TSLA260320P00410000,"TSLA Mar 20, 2026 410.00 put",TSLA 03/20/26 410.0P,,410 Strike price TSLA,35 Volume
390,35,CALL,TSLA260320C00390000,"TSLA Mar 20, 2026 390.00 call",TSLA 03/20/26 390.0C,,390 Strike price TSLA,35 Volume
360,35,CALL,TSLA251205C00360000,"TSLA Dec 5, 2025 360.00 call",TSLA 12/05/25 360.0C,,360 Strike price TSLA,35 Volume
680,34,CALL,TSLA260116C00680000,"TSLA Jan 16, 2026 680.00 call",TSLA 01/16/26 680.0C,,680 Strike price TSLA,34 Volume
600,34,CALL,TSLA260717C00600000,"TSLA Jul 17, 2026 600.00 call",TSLA 07/17/26 600.0C,,600 Strike price TSLA,34 Volume
470,34,CALL,TSLA260515C00470000,"TSLA May 15, 2026 470.00 call",TSLA 05/15/26 470.0C,,470 Strike price TSLA,34 Volume
450,34,PUT,TSLA280121P00450000,"TSLA Jan 21, 2028 450.00 put",TSLA 01/21/28 450.0P,,450 Strike price TSLA,34 Volume
770,34,CALL,TSLA260116C00770000,"TSLA Jan 16, 2026 770.00 call",TSLA 01/16/26 770.0C,,770 Strike price TSLA,34 Volume
300,34,CALL,TSLA251107C00300000,"TSLA Nov 7, 2025 300.00 call",TSLA 11/07/25 300.0C,,300 Strike price TSLA,34 Volume
425,34,PUT,TSLA260417P00425000,"TSLA Apr 17, 2026 425.00 put",TSLA 04/17/26 425.0P,,425 Strike price TSLA,34 Volume
275,34,PUT,TSLA260417P00275000,"TSLA Apr 17, 2026 275.00 put",TSLA 04/17/26 275.0P,,275 Strike price TSLA,34 Volume
400,34,CALL,TSLA260515C00400000,"TSLA May 15, 2026 400.00 call",TSLA 05/15/26 400.0C,,400 Strike price TSLA,34 Volume
750,34,CALL,TSLA260220C00750000,"TSLA Feb 20, 2026 750.00 call",TSLA 02/20/26 750.0C,,750 Strike price TSLA,34 Volume
535,34,CALL,TSLA251212C00535000,"TSLA Dec 12, 2025 535.00 call",TSLA 12/12/25 535.0C,,535 Strike price TSLA,34 Volume
270,34,PUT,TSLA260717P00270000,"TSLA Jul 17, 2026 270.00 put",TSLA 07/17/26 270.0P,,270 Strike price TSLA,34 Volume
190,34,PUT,TSLA260220P00190000,"TSLA Feb 20, 2026 190.00 put",TSLA 02/20/26 190.0P,,190 Strike price TSLA,34 Volume
470,34,PUT,TSLA260320P00470000,"TSLA Mar 20, 2026 470.00 put",TSLA 03/20/26 470.0P,,470 Strike price TSLA,34 Volume
